0	0
0	0.009999039
0	0.019998077
0	0.029997116
0	0.039996154
0	0.049995193
0	0.059994231
0	0.06999327
0	0.079992308
0	0.089991347
0	0.099990386
0	0.109989424
0	0.119988463
0	0.129987501
0	0.13998654
0	0.149985578
0	0.159984617
0	0.169983655
0	0.179982694
0	0.189981733
0	0.199980771
0	0.20997981
0	0.219978848
0	0.229977887
0	0.239976925
0	0.249975964
0	0.259975002
0	0.269974041
0	0.27997308
0	0.289972118
0	0.299971157
0	0.309970195
0	0.319969234
0	0.329968272
0	0.339967311
0	0.349966349
0	0.359965388
0	0.369964426
0	0.379963465
0	0.389962504
0	0.399961542
0	0.409960581
0	0.419959619
0.015974045	0.429958658
0.025272369	0.439957696
0.025510788	0.449956735
0.025749207	0.459955773
0.025749207	0.469954812
0.025987625	0.479953851
0.026226044	0.489952889
0.026464462	0.499951928
0.026941299	0.509950966
0.027179718	0.519950005
0.027894974	0.529949043
0.029325485	0.539948082
0.030040741	0.54994712
0.031471252	0.559946159
0.032901764	0.569945198
0.033855438	0.579944236
0.035524368	0.589943275
0.038862228	0.599942313
0.041007996	0.609941352
0.050783157	0.61994039
0.055551529	0.629939429
0.057935715	0.639938467
0.059843063	0.649937506
0.062465668	0.659936545
0.064611435	0.669935583
0.066518784	0.679934622
0.070333481	0.68993366
0.082731247	0.699932699
0.089168549	0.709931737
0.096321106	0.719930776
0.112069916	0.729929814
0.127792358	0.739928853
0.14591217	0.749927892
0.162124634	0.75992693
0.18286705	0.769925969
0.202655792	0.779925007
0.223875046	0.789924046
0.249147415	0.799923084
0.285356705	0.809922123
0.341433975	0.819921161
0.408172607	0.8299202
0.516173217	0.839919239
0.686823425	0.849918277
0.896596619	0.859917316
1.145092697	0.869916354
1.324218139	0.879915393
1.442718719	0.889914431
1.567035446	0.89991347
1.718164459	0.909912508
1.898765564	0.919911547
2.058740738	0.929910586
2.19571434	0.939909624
2.395609878	0.949908663
2.803109817	0.959907701
3.108024597	0.96990674
3.293080367	0.979905778
3.839731216	0.989904817
3.842353821	0.989928853
3.842592239	0.989952889
3.845404572	0.989976925
3.847122192	0.990000961
3.851652145	0.990024998
3.85260582	0.990049034
3.853512329	0.99007307
3.854215653	0.990097106
3.856420517	0.990121142
3.857135773	0.990145178
3.861188889	0.990169214
3.861441696	0.990193251
3.862142563	0.990217287
3.863334656	0.990241323
3.863811493	0.990265359
3.864273712	0.990289395
3.86428833	0.990313431
3.86428833	0.990337468
3.864339844	0.990361504
3.865509598	0.99038554
3.866195679	0.990409576
3.866434097	0.990433612
3.867149353	0.990457648
3.86793573	0.990481684
3.868097047	0.990505721
3.870487213	0.990529757
3.87096405	0.990553793
3.877162933	0.990577829
3.877639771	0.990601865
3.878783371	0.990625901
3.878831863	0.990649938
3.881931305	0.990673974
3.883838654	0.99069801
3.885463272	0.990722046
3.888130188	0.990746082
3.889560699	0.990770118
3.889799118	0.990794154
3.890752792	0.990818191
3.891170532	0.990842227
3.891706467	0.990866263
3.892421722	0.990890299
3.893136978	0.990914335
3.894090652	0.990938371
3.899335861	0.990962407
3.901481628	0.990986444
3.902673721	0.99101048
3.906011581	0.991034516
3.907442093	0.991058552
3.908872604	0.991082588
3.910064697	0.991106624
3.912210464	0.991130661
3.912404572	0.991154697
3.914103836	0.991178733
3.914117813	0.991202769
3.91459465	0.991226805
3.916740417	0.991250841
3.918647766	0.991274877
3.918886185	0.991298914
3.920078278	0.99132295
3.9203936	0.991346986
3.922939301	0.991371022
3.923892975	0.991395058
3.926277161	0.991419094
3.927946091	0.99144313
3.930374237	0.991467167
3.933429718	0.991491203
3.939628601	0.991515239
3.942012787	0.991539275
3.942344666	0.991563311
3.942728043	0.991587347
3.943443298	0.991611384
3.943920136	0.99163542
3.944635391	0.991659456
3.94487381	0.991683492
3.951311111	0.991707528
3.953456879	0.991731564
3.956079483	0.9917556
3.963947296	0.991779637
3.964424133	0.991803673
3.965377808	0.991827709
3.968715668	0.991851745
3.968715668	0.991875781
3.970861435	0.991899817
3.972768784	0.991923853
3.974588302	0.99194789
